label,text
Thrips Infestation,The crop shows leaf curling with insects The plant is losing vigor.
Late Blight,There are clear signs of brown lesions spreading quickly The problem is becoming more noticeable.
Leaf Curl,The leaves or stems show leaves folding along the edges Plant development is slowing.
Rust,The crop is developing yellow orange pustules The problem is visible on the leaf surfaces.
Damping Off,The main symptom is seedlings dying soon after emergence.
Late Blight,There is an increasing problem with rotting leaves The symptoms are visible across several plants.
Late Blight,There is an increasing problem with dark spots on stems The plant is losing vigor.
Bacterial Leaf Spot,"During inspection, I found brown patches surrounded by yellow tissue The symptoms are visible across several plants."
Late Blight,A noticeable problem is white fungal growth during humid weather Plant growth is affected.
Bacterial Leaf Spot,The farmer noticed multiple dark spots on leaves yesterday.
Fusarium Wilt,The field currently has plants with yellowing of older leaves The symptoms are visible across several plants.
Fusarium Wilt,A noticeable problem is yellowing of older leaves Plant growth is affected.
Stem Borer,The plants are showing broken stems around bore holes Plant growth is affected.
Root Rot,The crop shows bad smell from roots The problem is becoming more noticeable.
Fusarium Wilt,Field inspection revealed yellowing of older leaves The problem is visible on the whole plant.
Stem Borer,The farmer noticed insect tunnels inside stems yesterday The problem is becoming more noticeable.
Sooty Mold,The main symptom is sooty appearance on foliage The symptoms are visible across several plants.
Fusarium Wilt,There are clear signs of brown streaks inside stems The affected stems are showing damage.
Fungal Wilt,The plants are showing plant becoming weak The plant is losing vigor.
Rust,A noticeable problem is yellow orange pustules The affected leaves look unhealthy.
Powdery Mildew,A noticeable problem is whitish coating on young shoots The plant is losing vigor.
Nutrient Deficiency,The farmer noticed pale green foliage yesterday.
Root Rot,I can see plant easily pulling from soil on the crop Plant growth is affected.
Stem Borer,A noticeable problem is wilting central shoots Farmers are concerned about the crop condition.
Fusarium Wilt,The crop appears to have lower leaves becoming yellow The plant gradually loses vigor.
Whitefly Infestation,Several plants have small white insects on plant leaves The problem is becoming more noticeable.
Fungal Wilt,Recently the plants developed slow plant decline Affected branches are dying.
Powdery Mildew,The farmer reports powder like substance on foliage The affected leaves are showing damage.
Aphid Infestation,Field inspection revealed sticky residue on stems The affected young shoots are showing damage.
Mosaic Virus,The main symptom is distorted leaves Plant growth is affected.
Sooty Mold,A noticeable problem is dark fungal layer on foliage The plant is losing vigor.
Mosaic Virus,I can see distorted leaves on the crop The affected plant tips are showing damage.
Nutrient Deficiency,The affected plants are showing pale green foliage The affected young leaves look unhealthy.
Fruit Borer,The farmer noticed rotting around insect holes yesterday.
Thrips Infestation,The plants are showing scarring on young leaves The problem is becoming more noticeable.
Bacterial Leaf Spot,The affected plants are showing wet looking lesions on foliage The affected leaf margins are showing damage.
Aphid Infestation,I noticed tiny insects clustered around shoots in the field Young shoots are not developing normally.
Mosaic Virus,The field currently has plants with patchy yellow patterns The affected young foliage look unhealthy.
Damping Off,The field currently has plants with seedlings collapsing The affected seedling roots look unhealthy.
Rust,There are clear signs of rust colored pustules Affected leaves may dry.
Fungal Wilt,The plants are showing yellowing foliage The affected stems are showing damage.
Powdery Mildew,The plants are showing white powder on leaves The affected upper foliage are showing damage.
Fruit Borer,The field currently has plants with frass near fruit openings The problem is visible on the fruit surface.
Leaf Curl,There is an increasing problem with narrow distorted leaves The plant is losing vigor.
Thrips Infestation,The crop is developing distorted new growth The plant is losing vigor.
Downy Mildew,The crop condition includes fuzzy growth beneath foliage The problem is visible on the lower leaves.
Sooty Mold,The crop shows black coating on leaves The problem is becoming more noticeable.
Stem Borer,I noticed hollow stems in the field The problem is visible on the stems.
Whitefly Infestation,"After checking the field, I observed tiny white insects flying around leaves Plant growth is affected."
Root Rot,The crop appears to have mushy root tissue The affected root tips look unhealthy.
Sooty Mold,The crop condition includes black patches on leaf surfaces.
Late Blight,The plants are showing rapid leaf browning.
Fungal Wilt,The plants currently have yellowing foliage The symptoms are visible across several plants.
Thrips Infestation,The farmer reports black specks on leaves Affected foliage is becoming weak.
Thrips Infestation,The plants have started showing silvery patches on foliage.
Stem Borer,The crop shows holes in stems The symptoms are visible across several plants.
Leaf Blight,"During inspection, I found large brown patches The affected leaf tips are showing damage."
Whitefly Infestation,The farmer noticed cloud of white insects yesterday The problem is becoming more noticeable.
Fungal Wilt,The leaves or stems show slow plant decline The problem is becoming more noticeable.
Sooty Mold,There is an increasing problem with sooty appearance on foliage The problem is visible on the upper foliage.
Downy Mildew,The main symptom is fuzzy growth beneath foliage The affected young foliage look unhealthy.
Leaf Blight,The affected crop has dry patches spreading The plant is losing vigor.
Thrips Infestation,The plants have started showing silvery patches on foliage The problem is visible on the buds.
Aphid Infestation,The plants currently have sticky honeydew on foliage Farmers are concerned about the crop condition.
Leaf Curl,Many plants in the field show leaves rolling inward The problem is becoming more noticeable.
